,date,content
84,2021-10-26 03:10:58+00:00,"@SeemaMa76232430 Injustice to Sant Shri Asharamji Bapu is a powerful attack on sanatan sanskriti.
Nation seeks Justice For Bapuji
Is Law Equal To All? 
#AribMajidVsAsharamBapuCase https://t.co/hRhuT5DMrq"
85,2021-10-26 02:57:31+00:00,"Imprisonment of Sant Shri Asharamji Bapu is an attack on sanatan sanskriti.
Nation Seeks Justice For Bapuji and asks ""Is Law Equal To All""
#AribMajidVsAsharamBapuCase https://t.co/Mlk9oAF0HB https://t.co/Of99bECsvN"
86,2021-10-10 13:01:21+00:00,"#HowToFindMentalPeace 
Due to excessive stress, a person is becoming a victim of heart attack and his family also passes away, such a situation should never come with anyone, before that, ask for a book today, the way to live free and make your life happy. https://t.co/gVpuCwKaEr"
87,2021-10-08 17:50:23+00:00,"1st Rabialavval 11th Hijri,
The day when the first terrorism attack took place on the house of Fatima Zahra s.a.w the beloved daughter of Prophet Mohammed s.a.w, and the day of martyrdom of 6th months unborn baby Mohsin ibne Ali a.s."
88,2021-09-12 16:18:35+00:00,Sad news from Srinagar. Probationary Sub Inspector Arshid Ahmad of @KashmirPolice was gunned down in cold blood. I strongly condemn this terror attack on police officer. my heartfelt condolences to breaved family of  Arshid sb. May Almighty grant him highest place in heaven https://t.co/DdhPzQWywK
89,2021-09-02 13:09:00+00:00,"Big Boss #Winner &amp; Television Actor @sidharth_shukla has #Passed Away at the Age of 40, He Suffered a Massive Heart #Attack in the Morning.

#RIP - #OmShanti https://t.co/CgH0wjaZcp"
90,2021-08-17 07:55:11+00:00,"Taliban the first year will have as leaders of Afghanistan govt those who are with feigned moderate views. In the meantime, the Provincial leaders will be the genuine brutal Taliban hard liners. After a year, Afghanistan secured, Taliban, Pakistan, and China will attack India."
91,2021-07-02 06:21:01+00:00,"सरकार और सिस्टम ऐसा क्यु कर रहे है 
कब होंगे वादे पूरे? 
@rajnathsingh @PMOIndia 
#pulwama_attack https://t.co/lL5uAezew9"
92,2021-06-11 09:35:18+00:00,Rise up and attack the day with enthusiasm. https://t.co/dZPK2GxDuH
93,2021-06-01 13:50:51+00:00,"Acid attack, rape, kidnap and murder and the list keeps going on and on. But, @narendramodi  has never taken a stand or done anything about this. It has come to a point where we feel unsafe through out the day and every single day.
#पानीपत_की_जिकरा_को_कब_ढूंढोगे
#JusticeForJikra https://t.co/HnWi7r646K"
94,2021-05-27 06:57:28+00:00,"Attack on nature😥
#SaveLakshadweep

https://t.co/U6RDU0kaKg"
95,2021-05-20 11:46:36+00:00,@TajinderBagga No Personal attack paaji wo Congress k DNA mei hai humare nahi
